Name,Year,Duration,Genre,Votes,Director,Actor 1,Actor 2,Actor 3,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,actor_2_facebook_likes,movie_facebook_likes,Revenue_Millions,Rating
Bombay to Goa,1972,132,"Action, Adventure, Comedy",1106,Mehmood,S. Ramanathan,Mehmood,Aruna Irani,6,97,731,60,2374,6,634,1000,30.69,6.8
Bombay Velvet,2015,149,"Action, Crime, Drama",5685,Anurag Kashyap,Ranbir Kapoor,Anushka Sharma,Karan Johar,167,93,31000,53977,35561,125,3000,14000,22.49,5.6
Bond of Love,2001,174,"Drama, Family",1584,Suneel Darshan,Amitabh Bachchan,Rakhee Gulzar,Akshay Kumar,47,2,1000,2855,2429,119,539,663,2.32,5.1
Boom,2003,100,"Crime, Thriller",1361,Kaizad Gustad,Amitabh Bachchan,Jackie Shroff,Gulshan Grover,246,6000,17,417971,44,902,10,28000,0.01,2.3
Boond,2001,137,"Action, Crime, Drama",10,Inayat Mahshar,Navin Berry,Pankaj Berry,Birbal,29,79,14000,17982,28094,95,12000,1000,26.81,4.2
Boot Polish,1954,90,"Comedy, Drama, Family",780,Prakash Arora,Kumari Naaz,Ratan Kumar,David Abraham,252,33,876,98741,1985,236,526,53000,0.09,8
Border,1997,176,"Action, Drama, History",14399,J.P. Dutta,Sunny Deol,Sunil Shetty,Akshaye Khanna,134,14,3000,71276,4094,181,547,13000,,7.9
Border Kashmir,2002,107,Action,7,Teerat Singh,Dharmendra,Dinesh Hingoo,Anjali Kholapure,30,75,617,6156,1131,91,134,560,,2.9
Boss,2013,143,"Action, Comedy, Crime",10583,Anthony D'Souza,Akshay Kumar,Shiv Panditt,Mithun Chakraborty,31,500,12000,3536,14579,44,1000,228,,5.1
Boxed,2021,115,Adventure,10,Mohd Feroz Qureshi,Mantosh Kumar,Jahina Mulla Qureshi,Mohd Feroz Qureshi,351,89,920,216581,2771,397,798,21000,10.14,6.4
Boxer,1965,136,Drama,13,Radhakant,Dara Singh,Mumtaz,Azaad Irani,169,179,12000,24854,15044,374,1000,31000,,7.5
Boy Friend,1961,137,"Drama, Romance",60,Naresh Saigal,Shammi Kapoor,Madhubala,Nishi,50,8,748,10104,3956,69,656,265,89.29,7.6
Boys Who Like Girls,2018,68,Documentary,19,Inka Acht�,Aspar Husain,Vedprakash Jaiswal,Harish Sadani,195,72,1000,107815,3151,485,624,10000,34.33,6.9
Brahmachari,1968,157,"Comedy, Drama, Musical",366,Bhappi Sonie,Shammi Kapoor,Rajshree,Pran,156,52,567,13562,2259,103,312,19000,80.05,6.9
Break Ke Baad,2010,118,"Comedy, Drama, Romance",4033,Danish Aslam,Deepika Padukone,Shahana Goswami,Sharmila Tagore,217,323,1000,290949,4223,629,1000,13000,38.51,5.2
Breakaway,2011,101,"Comedy, Drama, Sport",2237,Robert Lieberman,Vinay Virmani,Camilla Belle,Russell Peters,134,869,692,270790,3076,549,670,16000,38.18,5.7
Breaking Free,2015,82,"Documentary, Crime, History",33,Sridhar Rangayan,Vivek Anand,Manohar Elavarthi,Anand Grover,146,29,2000,27664,4867,260,690,1000,8.81,6.3
Bride & Prejudice,2004,122,"Comedy, Drama, Musical",20125,Gurinder Chadha,Martin Henderson,Aishwarya Rai Bachchan,Nadira Babbar,415,11000,594,150082,1353,384,268,36000,59.57,6.2
"Brother, Superhit!",2018,139,"Action, Comedy, Drama",554,Neeraj Pathak,Sunny Deol,Preity Zinta,Arshad Warsi,27,8,844,29621,2653,76,456,588,,3.9
Brothers,2015,156,"Action, Drama, Sport",12018,Karan Malhotra,Akshay Kumar,Sidharth Malhotra,Jackie Shroff,110,80,2000,35514,5024,114,795,15000,,6.5
Bub (Father),2001,114,Drama,17,Jyoti Sarup,K.K. Raina,Kuber Sarup,Virendra Razdan,77,130,691,62009,2481,109,476,2000,,7.6
Bubble Gum,2011,116,Drama,456,Sanjivan Lal,Apoorva Arora,Tanvi Azmi,Delzad Hiwale,128,11000,11000,31169,23283,192,11000,812,3.19,7.3
Buchcha,2017,89,"Adventure, Drama, Family",6,Pankaj Kumar,Shabana Afreen,Dharmendra Ahirwar,Pooja Bharti,54,38,17000,8023,18711,49,632,591,61.69,7.2
Buddha in a Traffic Jam,2016,114,"Crime, Thriller",2346,Vivek Agnihotri,Aanchal Dwivedi,Mahie Gill,Pallavi Joshi,25,28,372,1400,927,41,262,346,85.91,6.7
Buddha Mar Gaya,2007,93,Comedy,356,Rahul Rawail,Mona Ambegaonkar,Jitender Bhargava,Birbal,104,128,11000,23728,14995,213,2000,813,24.34,2.6
Buddha Mil Gaya,1971,138,"Musical, Mystery, Drama",244,Hrishikesh Mukherjee,Navin Nischol,Om Prakash,Archana,146,31,210,19586,676,109,193,4000,82.39,7
Budhia Singh: Born to Run,2016,112,"Biography, Drama, Sport",1393,Soumendra Padhi,Manoj Bajpayee,Mayur Mahendra Patole,Gajraj Rao,93,109,405,10680,847,112,204,562,42.65,7.6
Budtameez,1966,145,"Comedy, Drama, Romance",78,Manmohan Desai,Shammi Kapoor,Sadhana,Laxmi Chhaya,128,11000,11000,25165,14843,155,944,827,21.56,7.4
Bulandi,2000,175,"Action, Drama",633,Rama Rao Tatineni,Anil Kapoor,Rekha,Raveena Tandon,186,6,25000,27882,39463,119,14000,18000,42.58,5.4
Bulbbul,2020,94,"Drama, Horror, Mystery",10143,Anvita Dutt,Tripti Dimri,Avinash Tiwary,Rahul Bose,79,154,1000,26730,4094,180,783,2000,23.39,6.6
Bulbul Can Sing,2018,95,Drama,323,Rima Das,Pakija Begam,Arnali Das,Manabendra Das,97,34,663,14324,2215,93,551,1000,,6.8
Bulbule,2014,119,Comedy,25,Jagat Joon,Md. Faiz Alam,Amaresh Banerjee,Anubhav Dixit,59,157,84,2541,198,20,35,342,52.07,7.8
Bullet,1976,124,"Action, Crime, Thriller",75,Vijay Anand,Dev Anand,Parveen Babi,Rakesh Roshan,195,89,22000,48162,25804,140,2000,10000,45.8,6.9
Bullet: Ek Dhamaka,2005,137,"Action, Drama",49,Irfan Khan,Saayli Buva,Natalya Gudkova,Iqbal Khan,187,83,3000,264533,4142,609,460,12000,1.2,3.6
Bullett Raja,2013,138,"Action, Crime, Drama",3787,Tigmanshu Dhulia,Saif Ali Khan,Sonakshi Sinha,Vidyut Jammwal,239,448,482,268581,956,1109,203,20000,6.92,5
Bumboo,2012,126,Comedy,982,Jagdish Rajpurohit,Kavin Dave,Sharat Saxena,Sanjay Mishra,129,42,839,106820,3627,147,756,14000,60.13,6
Bumm Bumm Bole,2010,124,"Drama, Family, Thriller",616,Priyadarshan,Atul Kulkarni,Rituparna Sengupta,Darsheel Safary,52,9,818,3407,2164,48,636,309,54.72,6.1
Bumper Draw,2015,130,Comedy,41,Irshad Khan,Rajpal Yadav,Omkar Das Manikpuri,Subrat Dutta,56,92,1000,11600,5306,64,886,7000,,4.8
Bunker,2020,98,"Drama, War",82,Jugal Raja,Abhijeet Singh,Arindita Kalita,Gaurav Gupta,186,248,16000,121058,19410,482,988,3000,17.54,6.8
Bunty Aur Babli,2005,170,"Comedy, Crime, Drama",6550,Shaad Ali,Abhishek Bachchan,Rani Mukerji,Amitabh Bachchan,178,52,723,67978,1978,279,346,12000,58.01,6.2
Bye Bye Miss Goodnight,2005,78,"Comedy, Drama",16,Karan Kandhari,Neha Dubey,Zafar Karachiwala,Rajpal Yadav,140,36,1000,62272,3294,207,580,2000,,6.1
Bypass Road,2019,137,"Drama, Mystery, Thriller",890,Naman Nitin Mukesh,Neil Nitin Mukesh,Adah Sharma,Gul Panag,469,364,12000,264186,25549,665,10000,30000,19.64,5.4
C Kkompany,2008,127,"Comedy, Drama, Thriller",1037,Sachin Yardi,Tusshar Kapoor,Anupam Kher,Rajpal Yadav,148,33,15000,64190,17396,129,976,16000,,5.4
C U at 9,2005,95,"Drama, Horror, Mystery",66,Marion Rodrigues,Isaiah,Malavikka,Kanksha,75,39,593,11815,2713,117,517,320,,4.1
C.I.D.,1956,146,"Action, Crime, Musical",647,Raj Khosla,Dev Anand,Shakila,Johnny Walker,113,51,427,23480,952,83,234,21000,,7.3
C.I.D. 909,1967,123,"Action, Crime, Drama",17,Mohammed Hussain,Feroz Khan,Mumtaz,Helen,223,36,10000,213898,12676,250,751,36000,,5.8
Cabaret,2019,95,"Drama, Musical, Thriller",175,Kaustav Narayan Niyogi,Akshay Anand,Richa Chadha,Gulshan Devaiah,50,19,973,12993,3344,107,954,476,,3.4
Calapor,2013,120,Drama,6,Dinesh P. Bhonsle,Hemant Gopal,Rituparna Sengupta,Akash Sharma,81,11,1000,10885,4060,271,982,814,,4.5
Calcutta Mail,2003,128,"Action, Drama, Mystery",480,Sudhir Mishra,Anil Kapoor,Rani Mukerji,Manisha Koirala,44,11,1000,2045,2020,37,436,339,,5.7
Calendar Girls,2015,131,Drama,862,Madhur Bhandarkar,Akanksha Puri,Avani Modi,Kyra Dutt,197,847,3000,52852,6317,138,960,4000,,4.2
Call,2000,176,"Action, Drama, Romance",2236,Rajkumar Santoshi,Anil Kapoor,Madhuri Dixit,Namrata Shirodkar,15,117,715,4550,1567,50,490,419,,6.8
Call for Fun,2017,126,Comedy,36,Janak Toprani,Priyanka Arya,Charu Asopa,Yash Chaturvedi,543,201,394,125016,673,789,150,70000,,5.6
Cape Karma,2007,90,"Drama, Mystery, Thriller",141,Pankaj Advani,Rahul Dev,Audrie Woodhouse,Gulshan Grover,153,80,2000,22639,5992,217,2000,300,,4.2
Captain Nagarjuna,1986,134,"Drama, Romance",13,Rajendra Prasad V.B.,Nagarjuna Akkineni,Kushboo,Dubbing Janaki,94,22,1000,33570,3007,259,593,1000,,6.5
Captain Prabhakaran,1991,150,"Action, Thriller",212,R.K. Selvamani,Mansoor Ali Khan,Sarath Kumar,Ramya Krishnan,21,3,400,4081,805,28,193,154,,7
Captain Vidyut,2020,77,"Animation, Action, Comedy",11,Atish Tripathi,Namit Das,Trisha Kale,Suresh Menon,236,168,3000,295375,4210,645,979,15000,,7.7
Car Thief,1986,150,Action,13,Sameer Malkan,Suneil Anand,Vijayata Pandit,Kevin Mukherji,41,22,669,3701,1769,71,642,903,,7
Caravan,1971,161,"Action, Comedy, Musical",260,Nasir Hussain,Asha Parekh,Jeetendra,Aruna Irani,236,168,3000,295375,4210,645,979,15000,,6.8
Care of Footpath,2009,110,"Drama, Family",42,Kishan Shrikanth,Kishan Shrikanth,Jayashree Basavaraj,Jackie Shroff,96,608,49000,277451,51609,491,1000,23000,,7.2
Cargo,2019,119,"Drama, Fantasy, Sci-Fi",2589,Arati Kadav,Vikrant Massey,Shweta Tripathi,Nandu Madhav,576,405,996,190030,4606,583,897,30000,,5.7
Cash,2007,137,"Action, Crime, Thriller",1859,Anubhav Sinha,Ajay Devgn,Sunil Shetty,Zayed Khan,56,11,911,18254,3058,307,521,1000,,3.4
CC2C,2009,154,"Action, Adventure, Comedy",8102,Nikkhil Advani,Akshay Kumar,Deepika Padukone,Chia-Hui Liu,51,14,1000,7392,4194,53,1000,393,,4.1
Cecilia,2015,83,Documentary,31,Pankaj Johar,Cecilia,Pankaj Johar,Rishi Kant,41,309,939,9566,3107,81,881,1000,,7.9
Celluloid Man,2012,164,Documentary,162,Shivendra Singh Dungarpur,U.R. Ananthamurthy,G. Ananthappa,Beena Antony,285,1000,175,352695,485,687,115,17000,,7.8
Censor,2001,165,Drama,122,Dev Anand,Dev Anand,Hema Malini,Shammi Kapoor,275,11000,19000,198111,19894,365,581,14000,,3.5
Chaahat,1996,151,"Drama, Romance",2676,Mahesh Bhatt,Naseeruddin Shah,Shah Rukh Khan,Pooja Bhatt,81,24,15000,4654,18786,46,1000,18000,,5.5
Chaahat Ek Nasha...,2005,140,"Drama, Romance, Thriller",74,Surya Prakash,Jayprakkash Shaw,Aryan Vaid,Manisha Koirala,67,7,3000,13661,3451,134,240,487,,3.9
Chaalbaaz,1989,155,"Action, Comedy, Drama",1489,Pankaj Parashar,Sridevi,Sunny Deol,Rajinikanth,300,45,24000,92712,24805,294,396,6000,,6.8
Chaalbaaz,2003,117,Action,17,Gautam Verma,Rajat Bedi,Mithun Chakraborty,Dinesh Hingoo,84,22,8000,11768,11078,148,2000,492,,5.8
Chaalis Chauraasi,2012,120,"Comedy, Crime",474,Hriday Shetty,Naseeruddin Shah,Kay Kay Menon,Atul Kulkarni,169,179,12000,24854,15044,374,1000,31000,,6.1
Chaand Kaa Tukdaa,1994,155,"Action, Comedy, Crime",603,Saawan Kumar Tak,Sridevi,Salman Khan,Anupam Kher,158,47,21000,113963,22088,361,541,24000,,4
Chaani,1977,136,Drama,26,Shantaram Rajaram Vankudre,Ranjana,Siddharth,Yashwant Dutt,46,6,812,8215,1882,95,326,371,,7.7
Chaar Din Ki Chandni,2012,131,"Comedy, Romance",393,Samir Karnik,Tusshar Kapoor,Kulraj Randhawa,Anupam Kher,15,121,11000,21079,14677,55,3000,818,,4.1
Chaar Maharathi,1985,137,Action,8,S. Waris Ali,Tina Ambani,Master Bunty,Mithun Chakraborty,42,38,940,5237,1945,90,416,392,,4.5
Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,2016,134,Animation,656,Harry Baweja,Harman Baweja,Pawan Kalra,Om Puri,65,28,555,8217,1227,123,403,573,,8.6
Chaarfutiya Chhokare,2014,119,"Drama, Thriller",38,Manish Harishankar,Soha Ali Khan,Zakir Hussain,Seema Biswas,109,11000,11000,21613,12766,148,650,762,,5.9
Chacha Bhatija,1977,161,"Action, Comedy, Drama",213,Manmohan Desai,Dharmendra,Hema Malini,Randhir Kapoor,64,133,898,5321,2096,78,708,356,,5.8
Chachi 420,1997,155,"Comedy, Drama, Family",12575,Kamal Haasan,Kamal Haasan,Amrish Puri,Om Puri,78,172,172,30587,329,49,55,3000,,7.4
Chai Coffee,2019,49,"Drama, Romance",11,Ayush Upadhyay,Ayush Upadhyay,Mansi Singh,Megha Jha,67,6,10000,5664,11091,42,304,921,,7.9
Chai Pani Etc.,2004,92,Comedy,24,Manu Rewal,Konkona Sen Sharma,Zafar Karachiwala,Gaurav Kapoor,216,929,488,45449,943,192,289,23000,,4.7
Chain Kulii Ki Main Kulii,2007,118,"Comedy, Drama, Family",1214,Karanjeet Saluja,Zain Khan,Rahul Bose,Kapil Dev,84,529,1000,155249,4453,304,884,115000,,5.6
Chak De! India,2007,153,"Drama, Family, Sport",75790,Shimit Amin,Shah Rukh Khan,Vidya Malvade,Sagarika Ghatge,32,10,890,5312,3104,40,578,939,,8.2
Chakkar Pe Chakkar,1977,138,"Action, Comedy, Crime",27,Ashok Roy,Shashi Kapoor,Rekha,Pran,40,7,1000,3299,4329,24,1000,191,,5.6
Chakra,1981,140,Action,141,Rabindra Dharmaraj,Savita Bajaj,Arun Bakshi,Suresh Bhagwat,21,12000,19000,36918,21499,42,875,3000,,6.8
Chakradhaar,2012,120,Action,28,Dharam Prakash,Shakur Sir,Abishek Anand,Zakir Hussain,173,12000,10000,219171,13069,388,1000,19000,,4.2
Chakravyuh,2012,152,"Action, Drama, Thriller",3089,Prakash Jha,Arjun Rampal,Abhay Deol,Manoj Bajpayee,60,4,17000,6723,30978,36,13000,1000,,6.8
Chakravyuha,1978,130,"Action, Mystery, Thriller",40,Basu Chatterjee,Rajesh Khanna,Neetu Singh,Vinod Mehra,70,14000,852,60988,2592,199,581,6000,,6.4
Chal Bhaag,2014,111,Comedy,101,Prakash Saini,Deepak Dobriyal,Taran Bajaj,Keeya Khanna,454,77,19000,467613,20295,608,393,165000,,3.8
Chal Chala Chal,2009,138,"Action, Comedy, Crime",292,Rajeev Kumar,Asrani,Asif Basra,Kaluram Dhobale,25,6,1000,18140,2419,60,745,855,,4.6
Chal Guru Ho Jaa Shuru,2015,127,Comedy,45,Manoj Sharma,Pawan Kumar Sharma,Vrajesh Hirjee,Brijendra Kala,393,127,1000,134869,1949,304,340,57000,,4.9
Chal Mere Bhai,2000,136,"Comedy, Romance",3128,David Dhawan,Sanjay Dutt,Salman Khan,Karisma Kapoor,157,79,925,77724,1018,162,38,26000,,4.7
Chal Pichchur Banate Hain,2012,115,"Comedy, Drama",47,Pritish Chakraborty,Sonam Arora,Sagar Bhangade,Mukesh S. Bhatt,109,13000,925,189413,1953,306,692,15000,,6.1
Chala Murari Hero Banne,1977,128,"Comedy, Musical, Romance",66,Asrani,Asrani,Bindiya Goswami,Satyendra Kapoor,462,43,11000,139749,11946,509,326,29000,,7
Chala Mussaddi - Office Office,2011,60,"Comedy, Drama",346,Rajiv Mehra,Deven Bhojani,Makrand Deshpande,Vinay Jain,69,189,934,29008,3707,99,927,896,,6.1
Chale Chalo: The Lunacy of Film Making,2003,150,Documentary,336,Satyajit Bhatkal,Ashutosh Gowariker,Aamir Khan,Gracy Singh,140,517,22000,232577,34025,1026,11000,11000,,8.6
Chalk N Duster,2016,130,Drama,676,Jayant Gilatar,Richa Chadha,Shabana Azmi,Arya Babbar,130,272,22000,67604,29252,218,4000,12000,,6.5
Challo Driver,2012,95,Comedy,185,Vickrant Mahajan,Vickrant Mahajan,Kainaz Motivala,Prem Chopra,238,29,12000,64747,15800,122,1000,12000,,5.9
Chalo Dilli,2011,155,"Comedy, Drama",3081,Shashant Shah,Vinay Pathak,Lara Dutta,Yana Gupta,198,66,3000,29867,4567,181,658,27000,,6.8
Chalo Ishq Ladaaye,2002,140,"Action, Comedy, Romance",522,Aziz Sejawal,Govinda,Kader Khan,Rani Mukerji,131,446,22000,69576,40117,207,13000,2000,,4.4
Chalta Purza,1977,150,"Action, Thriller",39,Bhappi Sonie,Rajesh Khanna,Parveen Babi,Rakesh Roshan,355,453,15000,181025,27788,336,10000,38000,,6
Chalte Chalte,2003,167,"Drama, Romance",14779,Aziz Mirza,Shah Rukh Khan,Rani Mukerji,Jas Arora,138,488,15000,39782,44037,172,14000,11000,,6.6
Chalte Chalte,1976,100,"Romance, Thriller",54,Sunder Dar,Simi Garewal,Bhisham Kohli,Nazneen,419,120,13000,265507,14100,388,876,90000,,5.7
Chalti Ka Naam Gaadi,1958,173,"Comedy, Musical, Romance",1514,Satyen Bose,Ashok Kumar,Madhubala,Anoop Kumar,181,767,607,192775,1076,559,202,11000,,8
Chaman Bahaar,2020,111,"Comedy, Drama",5866,Apurva Dhar Badgaiyann,Jitendra Kumar,Ritika Badiani,Bhuvan Arora,349,212,2000,86664,4896,252,820,38000,,7
Chamatkar,1992,171,"Comedy, Drama, Fantasy",5846,Rajiv Mehra,Naseeruddin Shah,Shah Rukh Khan,Urmila Matondkar,344,255,14000,229687,18003,637,1000,15000,,6.6
Chameli,2003,108,Drama,2108,Sudhir Mishra,Kareena Kapoor,Rahul Bose,Rinke Khanna,74,10,811,23408,2167,105,636,810,,7
Chameli Ki Shaadi,1986,136,"Comedy, Drama, Romance",1580,Basu Chatterjee,Anil Kapoor,Amrita Singh,Om Prakash,65,13,818,15582,1450,132,511,849,,7.5
Chamku,2008,105,"Action, Crime, Thriller",529,Kabeer Kaushik,Bobby Deol,Priyanka Chopra Jonas,Irrfan Khan,96,61,907,8427,3462,88,807,1000,,4
Champion,2000,140,"Action, Comedy, Drama",519,Padam Kumar,Jana Sue Memel,Sunny Deol,Prasant Samadhar,160,31,193,28964,608,457,184,949,,4.3
Chanakya,2019,147,"Action, Adventure, Thriller",521,Thiru,Mehreen Pirzada,Nassar,Zareen Khan,93,26,838,57140,1812,195,328,6000,,5.5
Chance Pe Dance,2010,122,"Comedy, Drama, Music",2805,Ken Ghosh,Shahid Kapoor,Genelia D'Souza,Mohnish Bahl,25,11,1000,17074,2210,55,605,466,,4.7
Chand,1959,149,Drama,13,Lekhraj Bhakri,Balraj Sahni,Manoj Kumar,Meena Kumari,46,15,1000,6095,3845,76,786,1000,,6.8
Chand Aur Suraj,1965,154,"Crime, Drama, Mystery",24,Dulal Guha,Ashok Kumar,Dharmendra,Nirupa Roy,108,83,912,13048,2682,227,786,243,,6.4
Chand Bujh Gaya,2005,116,"Drama, Thriller",52,Sharique Minhaj,Mukesh Ahuja,Ishrat Ali,Aliza,96,119,989,17328,4660,237,982,673,,6.8
Chand Ke Paar Chalo,2006,169,Romance,35,Mustafa Engineer,Somesh Agarwal,Shahib Chopra,Kannu Gill,417,310,33000,187170,34413,376,748,47000,,6.7
Chand Par Chadayee,1967,150,"Adventure, Comedy, Drama",20,T.R. Sundaram,Dara Singh,Anwar Hussain,Master Bhagwan,88,11,471,13320,1069,415,308,327,,5
Chand Sa Roshan Chehra,2005,120,Romance,54,Shahab Shamsi,Samir Aftab,Talat Aziz,Tamannaah Bhatia,414,181,11000,111625,14025,369,820,20000,,4.7
Chanda Aur Bijli,1969,137,Drama,16,Atma Ram,Sanjeev Kumar,Padmini,Jeevan,291,210,22000,57210,22574,158,164,13000,,4.8
Chandaal Atma,1999,129,Horror,9,S.R. Pratap,Aparna,Rakesh Bedi,Sudhir Dalvi,37,12,354,2037,568,22,173,175,,4.6
Chandan Ka Palna,1967,166,Drama,43,Ismail Memon,Meena Kumari,Dharmendra,Mehmood,90,36,1000,16340,2764,355,786,356,,6.7
Chandni,1989,186,"Drama, Musical, Romance",1657,Yash Chopra,Sridevi,Rishi Kapoor,Vinod Khanna,81,16,907,4603,3633,91,585,489,,6.8
Chandni Bar,2001,150,"Crime, Drama",2486,Madhur Bhandarkar,Tabu,Atul Kulkarni,Rajpal Yadav,221,92,11000,106111,17627,181,5000,49000,,7.6
Chandra,1948,207,Drama,39,S.S. Vasan,Rajkumari,M.K. Radha,Ranjan,119,164,436,30643,1172,144,324,622,,6.9
Chandra Mukhi,1993,152,"Comedy, Fantasy, Romance",676,Debaloy Dey,Maya Alagh,Tinnu Anand,Mohnish Bahl,97,745,12000,9294,15209,140,821,251,,4
Chandrahas,2007,136,"Action, Adventure, Drama",26,Shiva Shakti Datta,Abbas,Abhinayasri,Sharat Babu,119,34,427,9649,729,226,66,1000,,4.3
Chandrasena,1935,136,Adventure,11,Shantaram Rajaram Vankudre,Nalini Tarkhad,Sureshbabu Mane,Rajani,42,11000,11000,13692,12685,55,860,877,,4.1
Chandrawal,1984,109,Drama,39,Jayant Prabhakar,Usha Sharma,Jagat Singh Jakhar,Raju Maan,24,9,595,2724,1139,53,417,436,,8.3
Chandu,2002,136,Romance,70,P.A. Arun Prasad,Sudeep,Sonia Agarwal,Srinath,208,561,746,53471,2377,224,561,29000,,6.9
Changez Khan,1957,135,"Action, Adventure, History",20,Kedar Kapoor,Prem Nath,Bina Rai,Sheikh Mukhtar,42,23,925,7159,2913,88,660,247,,7.1
Chann Pardesee,1980,147,Drama,60,Chitraarth,Raj Babbar,Rama Vij,Kulbhushan Kharbanda,44,4,989,7403,3142,162,841,648,,8.1
Char Diwari,1961,136,"Drama, Romance",24,Krishan Chopra,Shashi Kapoor,Nanda,Manmohan Krishna,46,80,1000,22649,4676,212,872,1000,,6.7
Char Paise,1955,118,"Action, Crime, Drama",11,N.K. Ziree,Shyama,Kishore Kumar,Agha,71,41,556,17261,1873,125,463,455,,5.6
Charandas Chor,1975,156,Drama,44,Shyam Benegal,Lalu Ram,Madan Lal,Babu Das,190,187,11000,24150,12178,118,883,923,,8
Charas,1976,159,"Action, Drama, Romance",176,Ramanand Sagar,Dharmendra,Hema Malini,Ajit,50,9,11000,8055,13524,89,897,816,,6.5
Charas: A Joint Effort,2004,140,"Action, Crime, Thriller",336,Tigmanshu Dhulia,Jimmy Sheirgill,Uday Chopra,Irrfan Khan,63,2,890,26598,3161,132,852,1000,,5.3
Charitraheen,1974,100,"Drama, Family",58,Shakti Samanta,Sharmila Tagore,Sanjeev Kumar,Yogeeta Bali,49,6,8000,6562,10732,66,625,647,,7.1
Charlie Kay Chakkar Mein,2015,102,Thriller,159,Manish Srivastav,Naseeruddin Shah,Nishant Lal,Disha Arora,300,454,65,307639,173,513,49,32000,,4.5
Chase,2010,103,"Action, Crime, Drama",87,Jag Mundhra,Anuj Saxena,Udita Goswami,Tarina Patel,242,835,13000,30284,14544,102,826,10000,,4.9
Chashme Baddoor,2013,121,"Comedy, Drama",4981,David Dhawan,Ali Zafar,Siddharth,Divyendu Sharma,218,11000,860,58967,2717,169,658,10000,,5.4
Chashme Buddoor,1981,145,"Comedy, Family, Romance",2328,Sai Paranjape,Farooq Shaikh,Deepti Naval,Saeed Jaffrey,49,52,477,3668,2312,85,397,157,,8
Chatpati,1983,130,Comedy,7,V. Ravindra,Smita Patil,Raj Kiran,Reema Lagoo,328,132,10000,109873,12867,320,882,33000,,5.9
Chatur Singh Two Star,2011,150,"Action, Adventure, Comedy",624,Ajay Chandhok,Sanjay Dutt,Ameesha Patel,Anupam Kher,21,70,876,4996,1351,62,324,843,,1.7
Chauhar,2017,123,Drama,15,Raghubeer Singh,Muntazir Ahmad,Richa Dixit,Vivek Jha,260,756,136,111841,203,413,23,12000,,6.8
Chauraha,1994,154,"Action, Crime, Drama",25,Sadaqat Hussein,Jeetendra,Jackie Shroff,Jaya Prada,109,34,936,20730,3578,111,826,664,,3.9
Chauranga,2014,88,Drama,299,Bikas Ranjan Mishra,Sanjay Suri,Tannishtha Chatterjee,Riddhi Sen,14,85,825,2699,1432,29,476,154,,6.5
Chausar,2018,85,Drama,82,Sagar Sarhadi,Sanjeev Giriwer,Nawazuddin Siddiqui,Amruta Subhash,17,36,549,609,801,15,248,705,,6.4
Cheeni Kum,2007,140,"Comedy, Drama, Romance",4997,R. Balki,Amitabh Bachchan,Tabu,Paresh Rawal,19,24,776,2236,1732,40,595,193,,6.8
Chef,2017,133,"Comedy, Drama, Family",2229,Raja Menon,Saif Ali Khan,Padmapriya,Svar Kamble,50,17,1000,7519,1245,39,165,445,,5.7
Chehere: A Modern Day Classic,2015,106,Thriller,22,Rohit Kaushik,Divya Dutta,Manisha Koirala,Jackie Shroff,136,19,1000,41638,2829,134,889,13000,,5.8
Chehraa,2005,136,Thriller,140,Saurabh Shukla,Bipasha Basu,Dino Morea,Preeti Jhangiani,26,93,179,5018,363,108,55,473,,3.8
Chehre Pe Chehra,1981,140,"Drama, Horror, Romance",53,Raj Tilak,Sanjeev Kumar,Rekha,Vinod Mehra,4,6,61,80,192,4,57,18,,6.1
Cheluvi,1992,102,Drama,86,Girish Karnad,Girish Karnad,Sonali Kulkarni,Prashant Rao,53,3,556,9177,996,53,353,821,,7.5
Chemmeen,1965,140,"Drama, Romance",475,Ramu Kariat,Sathyan,Sheela,Madhu,22,67,631,695,1585,32,452,277,,7.7
Chennai Express,2013,141,"Action, Adventure, Comedy",50307,Rohit Shetty,Deepika Padukone,Shah Rukh Khan,Sathyaraj,147,11000,13000,437418,15500,609,571,38000,,6
Chetna,1970,135,Drama,27,B.R. Ishara,Anil Dhawan,Shatrughan Sinha,Rehana Sultan,222,13,20000,38202,38963,135,17000,41000,,6.2
Chetna: The Excitement,2005,102,Thriller,45,Partho Ghosh,Jatin Grewal,Kiran Kumar,Navnit Ravi Rana,106,1000,29000,167750,33791,506,1000,10000,,3.1
Chettaniki Kallu Levu,1981,141,"Action, Drama, Crime",81,S.A. Chandrashekhar,Chiranjeevi,Madhavi,Lakshmi,5,5,467,993,994,13,220,998,,7.6
Chhailla Babu,1977,146,"Action, Crime, Romance",74,Joy Mukherjee,Rajesh Khanna,Zeenat Aman,Asrani,131,16000,16000,277505,28544,495,11000,10000,,6.8
Chhalaang,2020,136,"Comedy, Drama",15830,Hansal Mehta,Rajkummar Rao,Nushrat Bharucha,Mohd. Zeeshan Ayyub,140,3000,3000,18646,4211,81,769,1000,,6.8
Chhalia,1960,112,"Musical, Romance",201,Manmohan Desai,Raj Kapoor,Nutan,Pran,94,213,886,55101,1639,201,276,3000,,7.4
